Date,MealPeriod,CheckTotal,RevenueCenterName
2023-06-21 00:00:00,BreakFast,28.5,RevenueCenter_6
2023-06-21 00:00:00,BreakFast,135,RevenueCenter_6
2023-06-21 00:00:00,Dinner,19,RevenueCenter_6
2023-06-21 00:00:00,Dinner,1,RevenueCenter_6
2023-06-21 00:00:00,Dinner,122,RevenueCenter_6
2023-06-21 00:00:00,Dinner,13.5,RevenueCenter_6
2023-06-21 00:00:00,BreakFast,60,RevenueCenter_6
2023-06-21 00:00:00,BreakFast,0,RevenueCenter_6
2023-06-21 00:00:00,Dinner,19,RevenueCenter_6
2023-06-22 00:00:00,Dinner,6000,RevenueCenter_8
2023-06-22 00:00:00,Dinner,5600,RevenueCenter_8
2023-06-22 00:00:00,BreakFast,3600,RevenueCenter_8
2023-06-22 00:00:00,Dinner,2040,RevenueCenter_8
2023-06-22 00:00:00,Dinner,9100,RevenueCenter_8
2023-06-22 00:00:00,Dinner,11000,RevenueCenter_8
2023-06-22 00:00:00,BreakFast,2000,RevenueCenter_8
2023-06-22 00:00:00,Dinner,0,RevenueCenter_1
2023-06-22 00:00:00,Dinner,0,RevenueCenter_1
2023-06-22 00:00:00,Lunch,90,RevenueCenter_1
2023-06-22 00:00:00,Lunch,0,RevenueCenter_1
2023-06-22 00:00:00,Lunch,40,RevenueCenter_1
2023-06-22 00:00:00,Lunch,50,RevenueCenter_1
2023-06-22 00:00:00,BreakFast,215,RevenueCenter_1
2023-06-22 00:00:00,Lunch,275,RevenueCenter_1
2023-06-22 00:00:00,Dinner,0,RevenueCenter_1
2023-06-22 00:00:00,BreakFast,53.9,RevenueCenter_1
2023-06-22 00:00:00,Lunch,0,RevenueCenter_1
2023-06-22 00:00:00,Lunch,40,RevenueCenter_1
2023-06-22 00:00:00,Lunch,100,RevenueCenter_1
2023-06-22 00:00:00,BreakFast,20,RevenueCenter_1
2023-06-22 00:00:00,Lunch,251,RevenueCenter_1
2023-06-22 00:00:00,Dinner,100,RevenueCenter_1
2023-06-22 00:00:00,BreakFast,110,RevenueCenter_1
2023-06-22 00:00:00,Dinner,10,RevenueCenter_1
2023-06-22 00:00:00,BreakFast,55,RevenueCenter_9
2023-06-22 00:00:00,Dinner,0,RevenueCenter_1
2023-06-22 00:00:00,BreakFast,0,RevenueCenter_1
2023-06-22 00:00:00,BreakFast,20,RevenueCenter_1
2023-06-22 00:00:00,BreakFast,50,RevenueCenter_1
2023-06-22 00:00:00,Dinner,70,RevenueCenter_9
2023-06-22 00:00:00,Dinner,40,RevenueCenter_1
2023-06-22 00:00:00,Dinner,40,RevenueCenter_1
2023-06-22 00:00:00,Dinner,95,RevenueCenter_1
2023-06-22 00:00:00,Dinner,50,RevenueCenter_1
2023-06-22 00:00:00,Dinner,244,RevenueCenter_1
2023-06-22 00:00:00,Dinner,42.5,RevenueCenter_1
2023-06-22 00:00:00,Dinner,85,RevenueCenter_1
2023-06-22 00:00:00,Dinner,204.5,RevenueCenter_1
2023-06-22 00:00:00,Dinner,0,RevenueCenter_1
2023-06-22 00:00:00,Dinner,52.5,RevenueCenter_1
2023-06-22 00:00:00,Dinner,100,RevenueCenter_1
2023-06-22 00:00:00,Dinner,90,RevenueCenter_1
2023-06-22 00:00:00,Dinner,100,RevenueCenter_1
2023-06-22 00:00:00,Dinner,0,RevenueCenter_1
2023-06-22 00:00:00,Dinner,200,RevenueCenter_1
2023-06-22 00:00:00,Dinner,15,RevenueCenter_1
2023-06-22 00:00:00,Dinner,95,RevenueCenter_1
2023-06-22 00:00:00,Dinner,32,RevenueCenter_1
2023-06-22 00:00:00,Dinner,100,RevenueCenter_1
2023-06-22 00:00:00,Lunch,0,RevenueCenter_1
2023-06-22 00:00:00,Lunch,227,RevenueCenter_1
2023-06-22 00:00:00,Dinner,27,RevenueCenter_2
2023-06-22 00:00:00,Lunch,57,RevenueCenter_2
2023-06-22 00:00:00,Lunch,0,RevenueCenter_2
2023-06-22 00:00:00,Lunch,5,RevenueCenter_2
2023-06-22 00:00:00,Lunch,0,RevenueCenter_2
2023-06-22 00:00:00,Lunch,50,RevenueCenter_2
2023-06-22 00:00:00,Dinner,0,RevenueCenter_2
2023-06-22 00:00:00,Dinner,0,RevenueCenter_2
2023-06-22 00:00:00,Lunch,30,RevenueCenter_2
2023-06-22 00:00:00,Lunch,0,RevenueCenter_2
2023-02-25 00:00:00,Dinner,105,RevenueCenter_3
2023-02-25 00:00:00,Dinner,28,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,135,RevenueCenter_3
2023-02-25 00:00:00,Dinner,23,RevenueCenter_3
2023-02-25 00:00:00,Dinner,50,RevenueCenter_3
2023-02-25 00:00:00,Dinner,186,RevenueCenter_3
2023-02-25 00:00:00,Dinner,340,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,96,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,110,RevenueCenter_3
2023-02-25 00:00:00,Dinner,140,RevenueCenter_3
2023-02-25 00:00:00,Dinner,90,RevenueCenter_3
2023-02-25 00:00:00,Dinner,1,RevenueCenter_3
2023-02-25 00:00:00,Dinner,391,RevenueCenter_3
2023-02-25 00:00:00,Dinner,200,RevenueCenter_3
2023-02-25 00:00:00,Dinner,167,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,4,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,143,RevenueCenter_3
2023-02-25 00:00:00,Dinner,105,RevenueCenter_3
2023-02-25 00:00:00,Dinner,621,RevenueCenter_3
2023-02-25 00:00:00,Dinner,266,RevenueCenter_3
2023-02-25 00:00:00,Dinner,96,RevenueCenter_3
2023-02-25 00:00:00,Dinner,85,RevenueCenter_3
2023-02-25 00:00:00,Dinner,40,RevenueCenter_3
2023-02-25 00:00:00,Dinner,169.4,RevenueCenter_3
2023-02-25 00:00:00,Dinner,40,RevenueCenter_3
2023-02-25 00:00:00,Dinner,177,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,12,RevenueCenter_3
2023-02-25 00:00:00,Dinner,112,RevenueCenter_1
2023-02-25 00:00:00,Dinner,214,RevenueCenter_3
2023-02-25 00:00:00,Dinner,70,RevenueCenter_3
2023-02-25 00:00:00,Dinner,305,RevenueCenter_3
2023-02-25 00:00:00,Dinner,240,RevenueCenter_3
2023-02-25 00:00:00,Dinner,105,RevenueCenter_3
2023-02-25 00:00:00,Dinner,79,RevenueCenter_3
2023-02-25 00:00:00,Dinner,208,RevenueCenter_3
2023-02-25 00:00:00,Dinner,48,RevenueCenter_3
2023-02-25 00:00:00,Dinner,60,RevenueCenter_3
2023-02-25 00:00:00,Dinner,248,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,27,RevenueCenter_3
2023-02-25 00:00:00,Dinner,616,RevenueCenter_3
2023-02-25 00:00:00,Dinner,1190,RevenueCenter_3
2023-02-25 00:00:00,Dinner,185,RevenueCenter_3
2023-02-25 00:00:00,Dinner,35,RevenueCenter_3
2023-02-25 00:00:00,Dinner,227,RevenueCenter_3
2023-02-25 00:00:00,Dinner,86,RevenueCenter_3
2023-02-25 00:00:00,Dinner,441,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,96,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,205,RevenueCenter_3
2023-02-25 00:00:00,Dinner,221,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,348,RevenueCenter_3
2023-02-25 00:00:00,Dinner,30,RevenueCenter_3
2023-02-25 00:00:00,Dinner,48,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,378,RevenueCenter_3
2023-02-25 00:00:00,Dinner,612,RevenueCenter_3
2023-02-25 00:00:00,Dinner,174,RevenueCenter_3
2023-02-25 00:00:00,Dinner,167,RevenueCenter_3
2023-02-25 00:00:00,Dinner,11,RevenueCenter_3
2023-02-25 00:00:00,Dinner,254,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,302,RevenueCenter_3
2023-02-25 00:00:00,Dinner,94,RevenueCenter_3
2023-02-25 00:00:00,Dinner,70,RevenueCenter_3
2023-02-25 00:00:00,Dinner,750,RevenueCenter_3
2023-02-25 00:00:00,Dinner,405,RevenueCenter_3
2023-02-25 00:00:00,Dinner,190,RevenueCenter_3
2023-02-25 00:00:00,Dinner,0,RevenueCenter_3
2023-02-25 00:00:00,Dinner,21.5,RevenueCenter_3
2023-02-25 00:00:00,Dinner,48,RevenueCenter_3
2023-02-25 00:00:00,Dinner,168,RevenueCenter_3
2023-02-25 00:00:00,Lunch,35,RevenueCenter_3
2023-02-25 00:00:00,Lunch,108,RevenueCenter_3
2023-02-25 00:00:00,BreakFast,620,RevenueCenter_3
2023-02-25 00:00:00,Lunch,100,RevenueCenter_3
2023-02-25 00:00:00,Lunch,0,RevenueCenter_3
2023-02-25 00:00:00,BreakFast,120,RevenueCenter_3
2023-02-25 00:00:00,Lunch,425,RevenueCenter_3
2023-02-25 00:00:00,Lunch,70,RevenueCenter_3
2023-02-25 00:00:00,Lunch,215,RevenueCenter_3
2023-02-25 00:00:00,Dinner,105,RevenueCenter_3
2023-02-25 00:00:00,Lunch,70,RevenueCenter_3
2023-02-25 00:00:00,BreakFast,0,RevenueCenter_3
2023-02-25 00:00:00,BreakFast,190,RevenueCenter_2
2023-02-25 00:00:00,BreakFast,4852,RevenueCenter_5
2023-02-25 00:00:00,BreakFast,0,RevenueCenter_5
2023-02-25 00:00:00,BreakFast,0,RevenueCenter_5
2023-02-25 00:00:00,Dinner,180,RevenueCenter_5
2023-02-25 00:00:00,Dinner,10,RevenueCenter_5
2023-02-25 00:00:00,BreakFast,0,RevenueCenter_5
2023-02-25 00:00:00,Lunch,260,RevenueCenter_5
2023-02-25 00:00:00,Lunch,130,RevenueCenter_5
2023-02-25 00:00:00,BreakFast,260,RevenueCenter_5
2023-02-25 00:00:00,Dinner,520,RevenueCenter_5
2023-02-25 00:00:00,Dinner,40,RevenueCenter_5
2023-02-25 00:00:00,Dinner,0,RevenueCenter_5
2023-02-25 00:00:00,Dinner,75,RevenueCenter_5
2023-02-25 00:00:00,Dinner,0,RevenueCenter_5
2023-02-25 00:00:00,Dinner,260,RevenueCenter_5
2023-02-25 00:00:00,Dinner,310,RevenueCenter_5
2023-02-25 00:00:00,Lunch,0,RevenueCenter_5
2023-02-25 00:00:00,Dinner,40,RevenueCenter_5
2023-02-25 00:00:00,Dinner,40,RevenueCenter_5
2023-02-25 00:00:00,Dinner,75,RevenueCenter_5
2023-02-25 00:00:00,Dinner,40,RevenueCenter_5
2023-02-25 00:00:00,Dinner,495,RevenueCenter_5
2023-02-25 00:00:00,Dinner,75,RevenueCenter_5
2023-02-25 00:00:00,Dinner,0,RevenueCenter_5
2023-02-25 00:00:00,Dinner,715,RevenueCenter_5
2023-02-25 00:00:00,Dinner,305,RevenueCenter_5
2023-02-25 00:00:00,Lunch,10,RevenueCenter_5
2023-02-25 00:00:00,Dinner,130,RevenueCenter_5
2023-02-25 00:00:00,Dinner,0,RevenueCenter_5
2023-02-25 00:00:00,Dinner,40,RevenueCenter_5
2023-02-25 00:00:00,Dinner,130,RevenueCenter_5
2023-02-25 00:00:00,Dinner,40,RevenueCenter_5
2023-02-25 00:00:00,Dinner,0,RevenueCenter_5
2023-02-25 00:00:00,Lunch,0,RevenueCenter_4
2023-02-25 00:00:00,Dinner,0,RevenueCenter_4
2023-02-25 00:00:00,Dinner,5,RevenueCenter_7
2023-02-25 00:00:00,BreakFast,46,RevenueCenter_7
2023-02-25 00:00:00,Dinner,47,RevenueCenter_7
2023-02-25 00:00:00,BreakFast,50,RevenueCenter_6
2023-02-25 00:00:00,Dinner,0,RevenueCenter_6
2023-02-25 00:00:00,Lunch,105,RevenueCenter_6
2023-02-25 00:00:00,Dinner,90,RevenueCenter_6
2023-02-25 00:00:00,BreakFast,90,RevenueCenter_6
2023-02-25 00:00:00,Dinner,10,RevenueCenter_6
2023-02-25 00:00:00,Lunch,39,RevenueCenter_6
2023-02-25 00:00:00,Dinner,107.5,RevenueCenter_6
2023-02-25 00:00:00,Dinner,20,RevenueCenter_6
2023-02-25 00:00:00,Dinner,105,RevenueCenter_6
2023-02-25 00:00:00,Lunch,0,RevenueCenter_6
2023-02-25 00:00:00,Dinner,1,RevenueCenter_6
2023-02-25 00:00:00,Dinner,104,RevenueCenter_6
2023-02-25 00:00:00,Lunch,75,RevenueCenter_6
2023-02-25 00:00:00,Lunch,30,RevenueCenter_6
2023-02-25 00:00:00,Lunch,10,RevenueCenter_6
2023-02-25 00:00:00,Dinner,10,RevenueCenter_6
2023-02-25 00:00:00,Lunch,0,RevenueCenter_6
2023-02-25 00:00:00,Lunch,22.5,RevenueCenter_6
2023-02-25 00:00:00,Lunch,0,RevenueCenter_6
2023-02-25 00:00:00,Lunch,40,RevenueCenter_6
2023-02-25 00:00:00,BreakFast,30,RevenueCenter_6
2023-02-25 00:00:00,BreakFast,78,RevenueCenter_6
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_8
2023-02-24 00:00:00,Lunch,0,RevenueCenter_8
2023-02-24 00:00:00,Dinner,6450,RevenueCenter_8
2023-02-24 00:00:00,Lunch,7030,RevenueCenter_8
2023-02-24 00:00:00,Dinner,8050,RevenueCenter_8
2023-02-24 00:00:00,Dinner,6240,RevenueCenter_8
2023-02-24 00:00:00,Dinner,0,RevenueCenter_1
2023-02-24 00:00:00,Lunch,1,RevenueCenter_1
2023-02-24 00:00:00,Lunch,100,RevenueCenter_1
2023-02-24 00:00:00,Dinner,0,RevenueCenter_1
2023-02-24 00:00:00,Lunch,56,RevenueCenter_1
2023-02-24 00:00:00,Dinner,160,RevenueCenter_1
2023-02-24 00:00:00,Dinner,251,RevenueCenter_1
2023-02-24 00:00:00,Dinner,116,RevenueCenter_1
2023-02-24 00:00:00,Lunch,40,RevenueCenter_1
2023-02-24 00:00:00,Lunch,153,RevenueCenter_1
2023-02-24 00:00:00,Lunch,0,RevenueCenter_1
2023-02-24 00:00:00,Lunch,158,RevenueCenter_1
2023-02-24 00:00:00,Lunch,40,RevenueCenter_1
2023-02-24 00:00:00,Lunch,90,RevenueCenter_1
2023-02-24 00:00:00,Lunch,185,RevenueCenter_1
2023-02-24 00:00:00,Lunch,49,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,93,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,268,RevenueCenter_1
2023-02-24 00:00:00,Dinner,100,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,100,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,230,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,75,RevenueCenter_1
2023-02-24 00:00:00,Dinner,30,RevenueCenter_1
2023-02-24 00:00:00,Dinner,32,RevenueCenter_1
2023-02-24 00:00:00,Dinner,212,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_1
2023-02-24 00:00:00,Dinner,0,RevenueCenter_1
2023-02-24 00:00:00,Dinner,84,RevenueCenter_1
2023-02-24 00:00:00,Dinner,223,RevenueCenter_1
2023-02-24 00:00:00,Dinner,211,RevenueCenter_1
2023-02-24 00:00:00,Dinner,0,RevenueCenter_1
2023-02-24 00:00:00,Dinner,0,RevenueCenter_1
2023-02-24 00:00:00,Dinner,275,RevenueCenter_1
2023-02-24 00:00:00,Dinner,340,RevenueCenter_1
2023-02-24 00:00:00,Dinner,0,RevenueCenter_1
2023-02-24 00:00:00,Dinner,140,RevenueCenter_1
2023-02-24 00:00:00,Dinner,20,RevenueCenter_1
2023-02-24 00:00:00,Dinner,64,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_1
2023-02-24 00:00:00,Dinner,80,RevenueCenter_1
2023-02-24 00:00:00,Dinner,0,RevenueCenter_1
2023-02-24 00:00:00,Dinner,95,RevenueCenter_1
2023-02-24 00:00:00,Dinner,123,RevenueCenter_1
2023-02-24 00:00:00,Lunch,0,RevenueCenter_1
2023-02-24 00:00:00,Lunch,60,RevenueCenter_1
2023-02-24 00:00:00,Lunch,35,RevenueCenter_9
2023-02-24 00:00:00,Lunch,35,RevenueCenter_9
2023-02-24 00:00:00,Lunch,20,RevenueCenter_9
2023-02-24 00:00:00,Lunch,105,RevenueCenter_9
2023-02-24 00:00:00,Lunch,0,RevenueCenter_9
2023-02-24 00:00:00,Lunch,105,RevenueCenter_9
2023-02-24 00:00:00,Lunch,20,RevenueCenter_9
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_9
2023-02-24 00:00:00,Lunch,20,RevenueCenter_9
2023-02-24 00:00:00,BreakFast,32,RevenueCenter_1
2023-02-24 00:00:00,Dinner,0,RevenueCenter_1
2023-02-24 00:00:00,Lunch,80,RevenueCenter_1
2023-02-24 00:00:00,BreakFast,35,RevenueCenter_9
2023-02-24 00:00:00,Dinner,55,RevenueCenter_9
2023-02-24 00:00:00,BreakFast,75,RevenueCenter_1
2023-02-24 00:00:00,Dinner,270,RevenueCenter_1
2023-02-24 00:00:00,Dinner,4,RevenueCenter_1
2023-02-24 00:00:00,Dinner,150,RevenueCenter_9
2023-02-24 00:00:00,Dinner,0,RevenueCenter_2
2023-02-24 00:00:00,Lunch,30,RevenueCenter_2
2023-02-24 00:00:00,Dinner,0,RevenueCenter_2
2023-02-24 00:00:00,Lunch,27,RevenueCenter_2
2023-02-24 00:00:00,Dinner,0,RevenueCenter_2
2023-02-24 00:00:00,Dinner,30,RevenueCenter_2
2023-02-24 00:00:00,Dinner,30,RevenueCenter_2
2023-02-24 00:00:00,Lunch,5,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,70,RevenueCenter_2
2023-02-24 00:00:00,Lunch,30,RevenueCenter_2
2023-02-24 00:00:00,Lunch,20,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,220,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,154,RevenueCenter_2
2023-02-24 00:00:00,Lunch,130,RevenueCenter_2
2023-02-24 00:00:00,Lunch,0,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,333,RevenueCenter_2
2023-02-24 00:00:00,Lunch,2,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,51,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,71,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_2
2023-02-24 00:00:00,BreakFast,0,RevenueCenter_2
2023-02-24 00:00:00,Dinner,0,RevenueCenter_3
2023-02-24 00:00:00,Dinner,304,RevenueCenter_3
2023-02-24 00:00:00,Dinner,70,RevenueCenter_3
2023-02-24 00:00:00,Dinner,96,RevenueCenter_3
2023-02-24 00:00:00,Dinner,0,RevenueCenter_3
2023-02-24 00:00:00,Dinner,350,RevenueCenter_3
2023-02-24 00:00:00,Dinner,165,RevenueCenter_3
2023-02-24 00:00:00,Dinner,100,RevenueCenter_3
2023-02-24 00:00:00,Lunch,0,RevenueCenter_3
2023-02-24 00:00:00,Dinner,65,RevenueCenter_3
2023-02-24 00:00:00,Dinner,70,RevenueCenter_3
2023-02-24 00:00:00,Lunch,12,RevenueCenter_3
2023-02-24 00:00:00,Dinner,105,RevenueCenter_3
2023-05-03 00:00:00,Dinner,89,RevenueCenter_6
2023-05-03 00:00:00,Dinner,70,RevenueCenter_6
2023-05-03 00:00:00,Dinner,26,RevenueCenter_6
2023-05-03 00:00:00,Dinner,12100,RevenueCenter_8
2023-05-03 00:00:00,Lunch,15580,RevenueCenter_8
2023-05-03 00:00:00,Dinner,0,RevenueCenter_1
2023-05-03 00:00:00,Dinner,80,RevenueCenter_1
2023-05-03 00:00:00,Dinner,50,RevenueCenter_1
2023-05-03 00:00:00,Lunch,15,RevenueCenter_1
2023-05-03 00:00:00,Lunch,0,RevenueCenter_1
2023-05-03 00:00:00,BreakFast,140,RevenueCenter_1
2023-05-03 00:00:00,BreakFast,80,RevenueCenter_1
2023-05-03 00:00:00,BreakFast,0,RevenueCenter_1
2023-05-03 00:00:00,Lunch,40,RevenueCenter_1
2023-05-03 00:00:00,Lunch,0,RevenueCenter_1
2023-05-03 00:00:00,BreakFast,140,RevenueCenter_1
2023-05-03 00:00:00,Dinner,90,RevenueCenter_1
2023-05-03 00:00:00,Dinner,190,RevenueCenter_1
2023-05-03 00:00:00,Dinner,185,RevenueCenter_1
2023-05-03 00:00:00,Dinner,210,RevenueCenter_1
2023-05-03 00:00:00,Dinner,0,RevenueCenter_1
2023-05-03 00:00:00,Dinner,0,RevenueCenter_1
2023-05-03 00:00:00,Dinner,40,RevenueCenter_1
2023-05-03 00:00:00,Dinner,116,RevenueCenter_1
2023-05-03 00:00:00,Dinner,0,RevenueCenter_1
2023-05-03 00:00:00,Dinner,80,RevenueCenter_1
2023-05-03 00:00:00,Dinner,45,RevenueCenter_1
2023-05-03 00:00:00,Dinner,40,RevenueCenter_1
2023-05-03 00:00:00,Dinner,130,RevenueCenter_1
2023-05-03 00:00:00,Dinner,0,RevenueCenter_1
2023-05-03 00:00:00,Dinner,28,RevenueCenter_1
2023-05-03 00:00:00,Dinner,0,RevenueCenter_1
2023-05-03 00:00:00,Dinner,0,RevenueCenter_1
2023-05-03 00:00:00,BreakFast,0,RevenueCenter_1
2023-05-03 00:00:00,BreakFast,64,RevenueCenter_1
2023-05-03 00:00:00,BreakFast,53.9,RevenueCenter_1
2023-05-03 00:00:00,Dinner,95,RevenueCenter_1
2023-05-03 00:00:00,Dinner,30,RevenueCenter_2
2023-05-03 00:00:00,BreakFast,70,RevenueCenter_2
2023-05-03 00:00:00,BreakFast,0,RevenueCenter_2
2023-05-03 00:00:00,BreakFast,0,RevenueCenter_2
2023-05-03 00:00:00,Dinner,125,RevenueCenter_2
2023-05-03 00:00:00,Dinner,111,RevenueCenter_2
2023-05-03 00:00:00,BreakFast,130,RevenueCenter_2
2023-05-03 00:00:00,BreakFast,0,RevenueCenter_2
2023-05-03 00:00:00,BreakFast,0,RevenueCenter_2
2023-05-03 00:00:00,Dinner,91,RevenueCenter_2
2023-05-03 00:00:00,Lunch,15,RevenueCenter_2
2023-05-03 00:00:00,Lunch,0,RevenueCenter_2
2023-05-03 00:00:00,Lunch,64,RevenueCenter_2
2023-05-03 00:00:00,BreakFast,98,RevenueCenter_2
2023-05-03 00:00:00,Lunch,57,RevenueCenter_2
2023-05-03 00:00:00,Dinner,0,RevenueCenter_2
2023-05-03 00:00:00,Dinner,35,RevenueCenter_6
2023-05-03 00:00:00,Dinner,105,RevenueCenter_6
2023-05-03 00:00:00,Dinner,110,RevenueCenter_6
2023-05-03 00:00:00,Dinner,174,RevenueCenter_3
2023-05-03 00:00:00,Dinner,0,RevenueCenter_3
2023-05-03 00:00:00,Dinner,35,RevenueCenter_6
2023-05-03 00:00:00,Dinner,0,RevenueCenter_3
2023-05-03 00:00:00,Dinner,70,RevenueCenter_6
2023-05-03 00:00:00,Dinner,260,RevenueCenter_3
2023-05-03 00:00:00,Dinner,285,RevenueCenter_3
2023-05-03 00:00:00,Dinner,573,RevenueCenter_3
2023-05-03 00:00:00,Dinner,90,RevenueCenter_3
2023-05-03 00:00:00,Dinner,110,RevenueCenter_3
2023-05-03 00:00:00,Dinner,135,RevenueCenter_3
2023-05-03 00:00:00,Dinner,60,RevenueCenter_3
2023-05-03 00:00:00,Dinner,88,RevenueCenter_3
2023-05-03 00:00:00,Dinner,78,RevenueCenter_3
2023-05-03 00:00:00,Dinner,99.5,RevenueCenter_3
2023-05-03 00:00:00,Dinner,0,RevenueCenter_3
2023-05-03 00:00:00,Dinner,516,RevenueCenter_3
2023-05-03 00:00:00,Dinner,67.2,RevenueCenter_3
2023-05-03 00:00:00,Dinner,108,RevenueCenter_3
2023-05-03 00:00:00,Dinner,168,RevenueCenter_3
2023-05-03 00:00:00,Dinner,30,RevenueCenter_3
2023-05-03 00:00:00,Dinner,0,RevenueCenter_3
2023-05-03 00:00:00,Dinner,199,RevenueCenter_3
2023-05-03 00:00:00,Dinner,0,RevenueCenter_3
2023-05-03 00:00:00,Dinner,288,RevenueCenter_3
2023-05-03 00:00:00,Dinner,65,RevenueCenter_3
2023-05-03 00:00:00,Dinner,48,RevenueCenter_3
2023-05-03 00:00:00,Dinner,0,RevenueCenter_3
2023-05-03 00:00:00,Dinner,120,RevenueCenter_3
2023-05-03 00:00:00,Dinner,110,RevenueCenter_3
2023-05-03 00:00:00,Dinner,275,RevenueCenter_3
2023-05-03 00:00:00,Dinner,451,RevenueCenter_3
2023-05-03 00:00:00,Dinner,196,RevenueCenter_3
2023-05-03 00:00:00,Dinner,0,RevenueCenter_3
2023-05-03 00:00:00,Dinner,144,RevenueCenter_3
2023-05-03 00:00:00,Dinner,0,RevenueCenter_3
2023-05-03 00:00:00,Dinner,477,RevenueCenter_3
2023-05-03 00:00:00,Dinner,96,RevenueCenter_3
2023-05-03 00:00:00,Dinner,199,RevenueCenter_3
2023-05-03 00:00:00,Dinner,168,RevenueCenter_3
2023-05-03 00:00:00,Dinner,240,RevenueCenter_3
2023-05-03 00:00:00,Lunch,60,RevenueCenter_3
2023-05-03 00:00:00,Lunch,40,RevenueCenter_3
2023-05-03 00:00:00,Lunch,110,RevenueCenter_3
2023-05-03 00:00:00,Dinner,70,RevenueCenter_3
2023-05-03 00:00:00,Lunch,43,RevenueCenter_3
2023-05-03 00:00:00,Dinner,105,RevenueCenter_3
2023-05-03 00:00:00,Dinner,469,RevenueCenter_3
2023-05-03 00:00:00,Dinner,300,RevenueCenter_3
2023-05-03 00:00:00,Lunch,1,RevenueCenter_3
2023-05-03 00:00:00,Lunch,264,RevenueCenter_3
2023-05-03 00:00:00,Dinner,1080,RevenueCenter_3
2023-05-03 00:00:00,Lunch,35,RevenueCenter_3
2023-05-03 00:00:00,Dinner,281,RevenueCenter_3
2023-05-04 00:00:00,Dinner,50,RevenueCenter_1
2023-05-04 00:00:00,BreakFast,0,RevenueCenter_1
2023-05-04 00:00:00,Lunch,0,RevenueCenter_1
2023-05-04 00:00:00,BreakFast,140,RevenueCenter_1
2023-05-04 00:00:00,Dinner,70,RevenueCenter_1
2023-05-04 00:00:00,Lunch,95,RevenueCenter_1
2023-05-04 00:00:00,BreakFast,32,RevenueCenter_1
2023-05-04 00:00:00,BreakFast,32,RevenueCenter_1
2023-05-04 00:00:00,Dinner,170,RevenueCenter_1
